연도,월,달력연도/월,순주문 구분,제품계층구조1,제품계층구조2,제품계층구조3,제품코드,제품명,약정기간,리스구분,비용구분,총렌탈(건),렌탈(건),재렌탈(건),일시불 건
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100415,CFSS-LM02G,5,금융리스,서비스프리,6,6,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100415,CFSS-LM02G,7,금융리스,서비스프리,38,37,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100488,CFSS-TM10C,5,금융리스,서비스프리,13,13,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100488,CFSS-TM10C,6,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100488,CFSS-TM10C,7,금융리스,서비스프리,32,30,2,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100488,CFSS-TM10C,9,금융리스,서비스프리,8,8,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100489, CFSS-TM10G,5,금융리스,서비스프리,15,15,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100489, CFSS-TM10G,6,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100489, CFSS-TM10G,7,금융리스,서비스프리,29,27,2,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100489, CFSS-TM10G,9,금융리스,서비스프리,7,7,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100490,CFSS-TM09N,5,금융리스,서비스프리,4,3,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100490,CFSS-TM09N,7,금융리스,서비스프리,11,11,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100490,CFSS-TM09N,9,금융리스,서비스프리,7,7,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100491,CFSS-TM09W,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100491,CFSS-TM09W,7,금융리스,서비스프리,10,10,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100491,CFSS-TM09W,9,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100576,CFSS-FP01_BG,5,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100576,CFSS-FP01_BG,7,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100576,CFSS-FP01_BG,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100577,CFSS-FP01_GR,7,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100577,CFSS-FP01_GR,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100577,CFSS-FP01_GR,지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100578,CFSS-FP01_BR,5,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100578,CFSS-FP01_BR,7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100578,CFSS-FP01_BR,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100579,CFSS-FP02_BG,5,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100579,CFSS-FP02_BG,7,금융리스,서비스프리,9,8,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100580,CFSS-FP02_GR,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100580,CFSS-FP02_GR,7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100580,CFSS-FP02_GR,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100581,CFSS-FP02_BR,7,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100582,CFSS-FP01S_BG,7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100583,CFSS-FP01S_GR,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100583,CFSS-FP01S_GR,7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100585,CFSS-FP02S_BG,5,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100585,CFSS-FP02S_BG,7,금융리스,서비스프리,7,6,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100585,CFSS-FP02S_BG,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100586,CFSS-FP02S_GR,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100586,CFSS-FP02S_GR,6,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100586,CFSS-FP02S_GR,7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100586,CFSS-FP02S_GR,9,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100678,CFSS-FP01_IV,5,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100678,CFSS-FP01_IV,7,금융리스,서비스프리,6,5,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100678,CFSS-FP01_IV,9,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100680,CFSS-FP02_IV,5,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100680,CFSS-FP02_IV,7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100680,CFSS-FP02_IV,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100681,CFSS-FP02_GN,7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100681,CFSS-FP02_GN,9,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100682,CFSS-FP01S_IV,5,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100682,CFSS-FP01S_IV,7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100683,CFSS-FP01S_GN,7,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100683,CFSS-FP01S_GN,9,금융리스,서비스프리,2,1,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100684,CFSS-FP02S_IV,5,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100684,CFSS-FP02S_IV,7,금융리스,서비스프리,9,9,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100684,CFSS-FP02S_IV,9,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100685,CFSS-FP02S_GN,7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100685,CFSS-FP02S_GN,9,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100747,CFSS-CB01_IV,5,금융리스,서비스프리,9,9,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100747,CFSS-CB01_IV,7,금융리스,서비스프리,21,20,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100747,CFSS-CB01_IV,9,금융리스,서비스프리,4,4,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100748,CFSS-CB01_GR,5,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100748,CFSS-CB01_GR,7,금융리스,서비스프리,12,12,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100748,CFSS-CB01_GR,9,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100770,CFSS-TM11_NT,5,금융리스,서비스프리,46,43,3,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100770,CFSS-TM11_NT,7,금융리스,서비스프리,167,156,11,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100770,CFSS-TM11_NT,9,금융리스,서비스프리,39,37,2,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100771,CFSS-TM11_WT,5,금융리스,서비스프리,32,29,3,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100771,CFSS-TM11_WT,7,금융리스,서비스프리,114,106,8,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100771,CFSS-TM11_WT,9,금융리스,서비스프리,31,31,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100842,CFSS-TM12_BG,5,금융리스,서비스프리,19,18,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100842,CFSS-TM12_BG,7,금융리스,서비스프리,86,79,7,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100842,CFSS-TM12_BG,9,금융리스,서비스프리,20,19,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100843,CFSS-TM12_GR,7,금융리스,서비스프리,20,19,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100843,CFSS-TM12_GR,9,금융리스,서비스프리,7,7,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100845,CFSS-SB01_BG,5,금융리스,서비스프리,80,77,3,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100845,CFSS-SB01_BG,7,금융리스,서비스프리,219,212,7,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100845,CFSS-SB01_BG,9,금융리스,서비스프리,85,82,3,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100846,CFSS-SB01_PK,5,금융리스,서비스프리,18,17,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100846,CFSS-SB01_PK,7,금융리스,서비스프리,30,28,2,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100846,CFSS-SB01_PK,9,금융리스,서비스프리,20,20,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100847,CFSS-SB01_BU,5,금융리스,서비스프리,26,25,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100847,CFSS-SB01_BU,7,금융리스,서비스프리,43,43,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100847,CFSS-SB01_BU,9,금융리스,서비스프리,19,19,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100928,CFSS-CB03_IV,5,금융리스,서비스프리,11,10,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100928,CFSS-CB03_IV,7,금융리스,서비스프리,37,37,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100928,CFSS-CB03_IV,9,금융리스,서비스프리,7,7,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100928,CFSS-CB03_IV,지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100929,CFSS-CB03_GR,5,금융리스,서비스프리,4,3,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100929,CFSS-CB03_GR,7,금융리스,서비스프리,7,6,1,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100929,CFSS-CB03_GR,9,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100930,CFSS-CB03_PK,5,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100930,CFSS-CB03_PK,7,금융리스,서비스프리,9,7,2,
2025,2,2025.02,순주문,매트리스,프레임,슈퍼싱글 사이즈 프레임,4100930,CFSS-CB03_PK,9,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100189,CFS-W02(S 사이즈),5,금융리스,서비스프리,2,2,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100189,CFS-W02(S 사이즈),7,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100189,CFS-W02(S 사이즈),9,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100422,CFS-SM01C,5,금융리스,서비스프리,6,6,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100422,CFS-SM01C,7,금융리스,서비스프리,15,15,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100422,CFS-SM01C,9,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100844,CFS-SB01_BG,5,금융리스,서비스프리,7,7,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100844,CFS-SB01_BG,7,금융리스,서비스프리,27,27,,
2025,2,2025.02,순주문,매트리스,프레임,싱글 사이즈 프레임,4100844,CFS-SB01_BG,9,금융리스,서비스프리,20,18,2,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100234,CFQ-F02B(CFQ-F02B),5,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100234,CFQ-F02B(CFQ-F02B),7,금융리스,서비스프리,9,8,1,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100234,CFQ-F02B(CFQ-F02B),9,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100234,CFQ-F02B(CFQ-F02B),지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100424,CFQ-F03G,5,금융리스,서비스프리,18,16,2,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100424,CFQ-F03G,7,금융리스,서비스프리,72,66,6,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100424,CFQ-F03G,9,금융리스,서비스프리,9,8,1,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100778,CFQ-F04_GR,5,금융리스,서비스프리,34,33,1,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100778,CFQ-F04_GR,7,금융리스,서비스프리,137,129,8,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100778,CFQ-F04_GR,9,금융리스,서비스프리,30,30,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100778,CFQ-F04_GR,지정되지 않음,지정되지 않음,서비스프리,,,,3
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100779,CFQ-F04_BG,5,금융리스,서비스프리,101,97,4,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100779,CFQ-F04_BG,7,금융리스,서비스프리,399,372,27,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100779,CFQ-F04_BG,9,금융리스,서비스프리,126,122,4,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 파운데이션,4100779,CFQ-F04_BG,지정되지 않음,지정되지 않음,서비스프리,,,,2
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100310,CFQ-L01(Q사이즈 단매트프레임),5,금융리스,서비스프리,5,5,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100310,CFQ-L01(Q사이즈 단매트프레임),7,금융리스,서비스프리,12,12,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100412,CFQ-LM01G,5,금융리스,서비스프리,17,15,2,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100412,CFQ-LM01G,7,금융리스,서비스프리,61,57,4,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100414,CFQ-LM02G,5,금융리스,서비스프리,3,3,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100414,CFQ-LM02G,7,금융리스,서비스프리,17,17,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100482,CFQ-TM10C,5,금융리스,서비스프리,21,20,1,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100482,CFQ-TM10C,6,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100482,CFQ-TM10C,7,금융리스,서비스프리,21,20,1,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100482,CFQ-TM10C,9,금융리스,서비스프리,7,7,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100482,CFQ-TM10C,지정되지 않음,지정되지 않음,서비스프리,,,,1
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100483,CFQ-TM10G,5,금융리스,서비스프리,14,12,2,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100483,CFQ-TM10G,6,금융리스,서비스프리,1,1,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100483,CFQ-TM10G,7,금융리스,서비스프리,34,34,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100483,CFQ-TM10G,9,금융리스,서비스프리,10,10,,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100484,CFQ-TM09N,5,금융리스,서비스프리,9,7,2,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100484,CFQ-TM09N,7,금융리스,서비스프리,12,9,3,
2025,2,2025.02,순주문,매트리스,프레임,퀸 사이즈 프레임,4100484,CFQ-TM09N,9,금융리스,서비스프리,3,3,,
